49;135;130;255;Eastern Inner Sea;x
50;7;132;0;Lower Thir;x
51;135;134;64;Middle Thir;x
52;7;136;128;Upper Thir;x
53;135;138;192;Boralis Coast;x
54;7;140;255;Coast of Camlorn;x
55;135;142;0;Coast of Daggerfall;x
56;8;144;64;Iliac Bay;x
57;136;146;128;Coast of Negathe;x
58;8;148;192;Coast of Abah;x
59;136;150;255;News Bay;x
60;8;152;0;Sea of Fog;x
61;136;154;64;Northern Sea of Pearls;x
62;8;156;128;Central Sea of Pearls;x
63;137;158;192;Southern Sea of Pearls;x
64;9;32;255;Abbecean Sea;x
65;137;34;0;Northern Coast of Anvil;x
66;9;36;64;Lower Brena River;x
67;137;38;128;Middle Brena River;x
68;9;40;192;Northern Brena River;x
69;137;42;255;Southern Brena River;x
70;10;44;0;Lower Strid River;x
71;138;46;64;Middle Strid River;x
72;10;48;128;Upper Strid River;x
73;138;50;192;Southern Coast of Anvil;x
74;10;52;255;Strid Bay;x
75;138;54;0;Northwestern Sundered Sea;x
76;10;56;64;Northeastern Sundered Sea;x
77;139;58;128;Western Sundered Sea;x
78;11;60;192;Eastern Sundered Sea;x
79;139;62;255;Southwestern Sundered Sea;x
80;11;64;0;Southeastern Sundered Sea;x
81;139;66;64;Coast of Auridon;x
82;11;68;128;Coast of Firsthold;x
83;139;70;192;Coast of Graddun Spring;x
84;12;72;255;Coast of Sea Keep;x
85;140;74;0;Bay of Ebon Stadmont;x
86;12;76;64;Coast of Alinor;x
87;140;78;128;Coast of Dusk;x
88;12;80;192;Sea of Elves;x
89;140;82;255;Coast of Silsalien Point;x
90;12;84;0;Coast of Karndar Watch;x
91;141;86;64;Bay of Hearts;x
92;13;88;128;Nunding Bay;x
93;141;90;192;Northwestern Eltheric Sea;x
94;13;92;255;Northeastern Eltheric Sea;x
95;141;94;0;Western Eltheric Sea;x
96;13;96;64;Eastern Eltheric Sea;x
97;141;98;128;Southwestern Eltheric Sea;x
98;14;100;192;Southeastern Eltheric Sea;x
99;142;102;255;Warm Sea;x
100;14;104;0;Pyrah Bay;x
101;142;106;64;Dusk Bay;x
102;14;108;128;Coast of Kituna Vos;x
103;85;80;32;Coast of Bondar;x
104;14;112;255;Quiet Sea;x
105;143;114;0;Coast of Diss;x
106;15;116;64;Coast of Longheaven;x
107;143;118;128;Western Sea of Mer;x
108;15;120;192;Coast of Southpoint;x
109;143;122;255;Eastern Sea of Mer;x
110;15;124;0;Coast of Torval;x
111;143;126;64;Coast of South Guard;x
112;16;128;128;Open Sea;x
113;144;130;192;Mayflower Sea;x
114;16;132;255;Northwestern Padomaic Sea;x
115;144;134;0;Southwestern Padomaic Sea;x
116;16;136;64;Northern Padomaic Sea;x
117;144;138;128;Southern Padomaic Sea;x
118;16;140;192;Northeastern Padomaic Sea;x
119;145;142;255;Southeastern Padomaic Sea;x
120;17;144;0;Sea of Senchal;x
121;145;146;64;Western Topal Sea;x
122;17;148;128;Eastern Topal Sea;x
123;145;150;192;Strait of Leyawiin;x
124;17;152;255;Niben Bay;x
125;145;154;0;Lake Rumare;x
126;18;156;64;Oliis Bay;x
127;146;158;128;Lake Agaceph;x
128;18;32;192;Lake Paatru;x
129;146;34;255;Lake Panther;x
130;18;36;0;Lake Saxhlee;x
131;146;38;64;Swamp Lake;x
132;18;40;128;Palus Lake;x
133;147;42;192;Northwestern Tropical Sea;x
134;19;44;255;Southwestern Tropical Sea;x
135;147;46;0;Northern Tropical Sea;x
136;19;48;64;Southern Tropical Sea;x
137;147;50;128;Northeastern Tropical Sea;x
138;19;52;192;Southeastern Tropical Sea;x
139;147;54;255;Northwestern Sea of Cygnus;x
140;20;56;0;Southwestern Sea of Cygnus;x
141;148;58;64;Northern Sea of Cygnus;x
142;20;60;128;Southern Sea of Cygnus;x
143;148;62;192;Northeastern Sea of Cygnus;x
144;20;64;255;Southeastern Sea of Cygnus;x
145;148;66;0;Southern Danaji Sea;x
146;20;68;64;Northwestern Ever Frozen Sea;x
147;149;70;128;Southwestern Ever Frozen Sea;x
148;21;72;192;Northern Ever Frozen Sea;x
149;149;74;255;Southern Ever Frozen Sea;x
150;21;76;0;Eastern Ever Frozen Sea;x
151;149;78;64;Coast of Kayara;x
152;21;80;128;Sea of Kayara;x
153;149;82;192;Northwestern Far Sea;x
154;22;84;255;Western Far Sea;x
155;150;86;0;Southwestern Far Sea;x
156;22;88;64;Northern Far Sea;x
157;150;90;128;Southern Far Sea;x
158;22;92;192;Southeastern Far Sea;x
159;150;94;255;Forgotten Sea;x
160;22;96;0;Central Far Sea;x
161;151;98;64;Northwestern Dread Sea;x
162;23;100;128;Northeastern Dread Sea;x
163;151;102;192;Western Dread Sea;x
164;23;104;255;Eastern Dread Sea;x
165;151;106;0;Southern Dread Sea;x
166;23;108;64;Bay of Kamal;x
167;151;110;128;Golishar Lake;x
168;24;112;192;Northern Sea of Apes;x
169;152;114;255;Eastern Sea of Apes;x
170;24;116;0;Central Sea of Apes;x
171;152;118;64;Western Sea of Apes;x
172;24;120;128;Southern Sea of Apes;x
173;152;122;192;Northern Simian Sea;x
174;24;124;255;Eastern Simian Sea;x
175;153;126;0;Northwestern Simian Sea;x
176;25;128;64;Southeastern Simian Sea;x
177;153;130;128;Sunken Sea;x
178;25;132;192;Coast of Po Kan;x
179;153;134;255;Sea of Meratsi;x
180;25;136;0;Western Simian Sea;x
181;153;138;64;Coast of Phessoira;x
182;26;140;128;Sunken Bay;x
183;154;142;192;Strait of Kalli;x
184;26;144;255;Sea of Visarran;x
185;147;222;218;Inner Lake;x
186;26;148;64;Ezaxas Lake;x
187;154;150;128;Volwesi Sea;x
188;26;152;192;Sea of Mahala;x
189;155;154;255;Northern Akaviri Sea;x
190;27;156;0;Southern Akaviri Sea;x
191;155;158;64;Sea of Ionith;x
192;27;32;128;Sea of Volatra;x
193;155;34;192;Sea of Singalam;x
194;27;36;255;Sea of Tears;x
195;155;38;0;Southern Mediterranean Sea;x
196;28;40;64;Sea of Sheldi;x
197;156;42;128;Central Mediterranean Sea;x
198;28;44;192;Northern Mediterranean Sea;x
199;156;46;255;Coast of Black Marsh;x
200;28;248;0;Southwestern Sea of Dreams;x
201;156;50;64;Southeastern Sea of Dreams;x
202;28;52;128;Western Sea of Dreams;x
203;157;54;192;Eastern Sea of Dreams;x
204;29;56;255;Northwestern Sea of Dreams;x
205;157;58;0;Northeastern Sea of Dreams;x
206;29;60;64;Western Old Sea;x
207;157;62;128;Eastern Old Sea;x
208;29;64;192;Northern Old Sea;x
209;157;66;255;Tiguna;x
210;30;68;0;Cato Ydur;x
211;158;70;64;Khael;x
212;30;72;128; ;x
213;158;74;192;Pyrrahm;x
214;30;76;255;Mantu;x
215;158;78;0;Eesmo;x
216;30;80;64;Callihilla;x
217;159;82;128;Cydeirla;x
218;31;84;192;Secula;x
219;159;86;255; ;x
220;31;88;0;Ictio;x
221;159;90;64; ;x
222;31;92;128;Nihes;x
223;159;94;192;Senno;x
224;32;96;255;Abbarbas;x
225;160;98;0;Arhu;x
226;32;100;64;Ashe;x
227;160;102;128;Ihi;x
228;32;104;192;Padelvillel;x
229;160;106;255;Wega;x
230;32;108;0;Isnen;x
231;161;110;64;Kituna Vos;x
232;33;112;128;Vos;x
233;166;203;93; ;x
234;33;116;255;Imnesh;x
235;161;118;0;Eleisly;x
236;33;120;64;Enrash;x
237;161;122;128;Baga;x
238;34;124;192;Western Bondar;x
239;162;126;255;Velu;x
240;34;128;0;Vallas Bor;x
241;162;130;64;Gruv;x
242;34;132;128;Eastern Bondar;x
243;162;134;192;Innis;x
244;34;136;255;Greater Anu;x
245;163;138;0;Lesser Anu;x
246;35;140;64;Siriginia;x
247;163;142;128;Karnstern Moor;x
248;35;144;192;Sondnae;x
249;163;146;255;Lillandril;x
250;35;148;0;Ebon Stadmont;x
251;163;150;64;Slaughter;x
252;36;152;128;Graddun Spring;x
253;164;154;192;Taaanye;x
254;36;156;255;Minoirdalin;x
255;164;158;0;Kingshaven;x
256;36;32;64;Belport Run;x
257;164;34;128;Kardnar Watch;x
258;36;36;192;Eleaninde;x
259;165;38;255;Valaena;x
260;37;40;0;Niraae;x
261;165;42;64;Estodith;x
262;37;44;128;Camiana;x
263;165;46;192;Cloudrest;x
264;37;48;255;Rosfeld;x
265;165;50;0;Old Fall;x
266;38;52;64;Riverfeld;x
267;166;54;128;Sontarya;x
268;38;56;192;Elanesse;x
269;166;58;255;Scutters Pond;x
270;38;60;0;Miriath;x
271;166;62;64;Alinor;x
272;38;64;128;Termrine;x
273;167;66;192;Ancoilia;x
274;39;68;255;Ardende;x
275;167;70;0;Felballin;x
276;39;72;64;Shaaninde;x
277;167;74;128;Elate;x
278;39;76;192;Angaelle;x
279;167;78;255;Ranassa;x
280;40;80;0;Virea;x
281;168;82;64;Kingdom Fields;x
282;40;84;128;Sunhold;x
283;168;86;192;Relte;x
284;40;88;255;Dusk;x
285;168;90;0;Clesleen;x
286;40;92;64;Sudginia;x
287;169;94;128;Tenena;x
288;41;96;192;Endrae;x
289;169;98;255;Isque;x
290;41;100;0;Celrandil;x
291;169;102;64;Croddlehurst;x
292;41;104;128;Relen;x
293;169;106;192;Syldarim;x
294;42;108;255;Shimmerene;x
295;170;110;0;Terna;x
296;42;112;64;Relnnarre;x
297;74;227;77;Lorusse;x
298;42;116;192;Niria;x
299;170;118;255;Firsthold;x
300;42;120;0;Greenwater Cove;x
301;171;122;64;Tuiion;x
302;43;124;128;Skywatch;x
303;171;126;192;Phaer;x
304;43;128;255;Dawnbreak;x
305;171;130;0;Shattered Grove;x
306;43;132;64;Erresse;x
307;171;134;128;Valiia;x
308;44;136;192;Vulkhel Guard;x
309;172;138;255;;x
310;44;140;0;;x
311;172;142;64;;x
312;44;144;128;;x
313;72;0;240;;x
314;44;148;255;;x
315;173;150;0;;x
316;45;152;64;;x
317;173;154;128;;x
318;45;156;192;Ashie;x
319;173;158;255;Tavika;x
320;45;32;0;Vandor;x
321;173;34;64;Northern Systre;x
322;46;36;128;Atmaie;x
323;174;38;192;Southern Systre;x
324;46;40;255;Central Systre;x
325;174;42;0;Yisdia;x
326;46;44;64;Anweri;x
327;174;46;128;Lu'ara;x
328;46;48;192;Falene;x
329;175;50;255;Moneer;x
330;47;52;0;Tavir;x
331;175;54;64;Seuol Yeler;x
332;47;56;128;Zamsar;x
333;175;58;192;Jalfaye;x
334;47;60;255;Nalonga;x
335;175;62;0;Yath;x
336;48;244;64;Moni;x
337;176;66;128;Kiada;x
338;48;68;192;Enaelie;x
339;176;70;255;Cleara;x
340;48;72;0;Ravan;x
341;176;74;64;Arranhu;x
342;48;76;128;Kanesh;x
343;177;78;192;Erllia;x
344;49;80;255;Sinisa;x
345;177;82;0;Alusanta;x
346;49;84;64;Kruzka;x
347;177;86;128;Braia;x
348;49;88;192;Jeaana;x
349;177;90;255;Neesona;x
350;50;92;0;Erisan;x
351;178;94;64;Adaanta;x
352;50;96;128;Tennie;x
353;178;98;192;Aluara;x
354;50;100;255;Bahia;x
355;178;102;0;Samara;x
356;50;104;64;Jylkurfyk;x
357;179;106;128;Broadwall;x
358;51;108;192;Giangrodref;x
359;179;110;255;Kangryld;x
360;51;112;0;Vejer;x
361;179;114;64;Thadner;x
362;51;116;128;Skangruldr;x
363;179;118;192;Naugrheim;x
364;52;120;255;Thadner;x
365;180;122;0;Frimis;x
366;52;124;64;Bradmion;x
367;180;126;128;Moraheim;x
368;52;128;192;Skalnonur;x
369;180;130;255;Thengral;x
370;52;132;0;Hongreld;x
371;181;134;64;Braras;x
372;53;136;128;Thugibaf;x
373;181;138;192;Isalur;x
374;53;140;255;Brelnodr;x
375;181;142;0;Ysunn;x
376;53;144;64;Hreytif;x
377;181;146;128;Kadenlald;x
378;54;148;192;Threytonuldr;x
379;182;150;255;Seidnodrol;x
380;54;152;0;Breygrihyn;x
381;182;154;64;Sudmild;x
382;54;156;128;Braruhund;x
383;182;158;192;Thrermonlin;x
384;54;32;255;Skalrheim;x
385;183;34;0;Throhonyld;x
386;55;36;64;Hegdraf;x
387;183;38;128;Throgdriof;x
388;55;40;192;Vegranlildr;x
389;183;42;255;Harvald;x
390;55;44;0;Skorjund;x
391;183;46;64;Crane Shore;x
392;56;48;128;Solrend;x
393;184;50;192;Unshaalthur;x
394;56;52;255;Skormies;x
395;184;54;0;Frulthuul;x
396;56;56;64;;x
397;184;58;128;;x
398;56;60;192;;x
399;185;62;255;;x
400;57;64;0;;x
401;185;66;64;;x
402;57;68;128;;x
403;185;70;192;;x
404;57;72;255;;x
405;185;74;0;;x
406;58;76;64;Kameri;x
407;186;78;128;Monheldr;x
408;58;80;192;Harvuld;x
409;186;82;255;Rujos;x
410;58;84;0;Shayfan;x
411;186;86;64;Zahedann;x
412;58;88;128;Res;x
413;187;90;192;Lankhmar;x
414;59;92;255;Ceffa;x
415;187;94;0;Quey;x
416;59;96;64;Kmeiine;x
417;187;98;128;Wouus;x
418;59;100;192;Zuoocath;x
419;187;102;255;Kewinal;x
420;60;140;0;Delnycus;x
421;188;106;64;Glumsymaeus;x
422;60;108;128;Kamori;x
423;188;110;192;Elmemaeus;x
424;60;112;255;Krisebal;x
425;188;114;0;Oustaal;x
426;60;116;64;Lohur;x
427;189;118;128;Qleahmymina;x
428;61;120;192;Cupudea;x
429;189;122;255;Knetsiag;x
430;61;124;0;Cylniyite;x
431;189;126;64;Truor'us;x
432;61;128;128;Steeira;x
433;189;130;192;Gnuallyrath;x
434;62;132;255;Gnuarfaite;x
435;190;134;0;Plystius;x
436;62;136;64;Plaequnes;x
437;190;138;128;Stavemina;x
438;62;140;192;Ruadia;x
439;190;142;255;Austere;x
440;62;144;0;Gretaura;x
441;191;146;64;Qrauite;x
442;63;148;128;Qlucuina;x
443;191;150;192;Luna;x
444;63;152;255;Knakroura;x
445;191;154;0;Flycymina;x
446;63;156;64;Ciefeala;x
447;191;158;128;Sturaoth;x
448;64;32;192;Ieflaina;x
449;192;34;255;Pheafedea;x
450;64;36;0;Grace;x
451;192;38;64;Stouicus;x
452;64;40;128;Wogludea;x
453;192;42;192;Cluepeal;x
454;64;44;255;Haecyunes;x
455;193;46;0;Calamity;x
456;65;48;64;Knabrivus;x
457;193;50;128;Ruyura;x
458;65;52;192;Kayara;x
459;193;54;255;Ah'cath;x
460;65;56;0;Opeoth;x
461;193;58;64;Pliglyura;x
462;66;60;128;Truacius;x
463;194;62;192;Eiv'aicus;x
464;66;64;255;Teubal;x
465;194;66;0;Duiala;x
466;66;68;64;Qleahnyala;x
467;194;70;128;Slefluine;x
468;66;72;192;Fariine;x
469;195;74;255;Phaepsuyite;x
470;67;76;0;Vediah;x
471;195;78;64;Malison;x
472;67;80;128;Priq'emaeus;x
473;195;82;192;Cymsabal;x
474;67;84;255;Solemn;x
475;195;86;0;Klathdea;x
476;68;88;64;Qicius;x
477;196;90;128;Pusuicus;x
478;68;92;192;Oestuath;x
479;196;94;255;Ormanbod;x
480;68;96;0;Kmoedia;x
481;196;98;64;Ytraine;x
482;68;100;128;Gasodia;x
483;197;102;192;Phiehmavus;x
484;69;104;255;Jatuag;x
485;197;106;0;Truymnes;x
486;69;108;64;Kmauxioth;x
487;197;110;128;Wakmcius;x
488;69;112;192;Goegnonal;x
489;197;114;255;Ciebiala;x
490;70;116;0;Paestovus;x
491;198;118;64;Stuosenes;x
492;70;120;128;Mys'yah;x
493;198;122;192;Nefarious;x
494;70;124;255;Kmidiina;x
495;198;126;0;Parrira;x
496;70;128;64;Jattibal;x
497;199;130;128;Phessoira;x
498;71;132;192;Qlythina;x
499;199;134;255;Rucius;x
500;71;136;0;Plegniite;x
501;199;138;64;Serene;x
502;71;140;128;Oegnuira;x
503;199;142;192;Heogloicus;x
504;72;144;255;Fiesynes;x
505;200;146;0;Iaunes;x
506;72;148;64;Stybeyite;x
507;200;150;128;Dythala;x
508;72;152;192;Drouqeira;x
509;200;154;255;Tulfeina;x
510;72;156;0;Polmadia;x
511;201;158;64;Laggard;x
512;73;32;128;Treuine;x
513;201;34;192;Choq'eala;x
514;73;36;255;Cleollabal;x
515;201;38;0;Vlymmodia;x
516;73;40;64;Bonodea;x
517;201;42;128;Beiacath;x
518;74;44;192;Vile;x
519;202;46;255;Vrestebal;x
520;74;48;0;Croeocius;x
521;202;50;64;Lake Silvan;x
522;74;52;128;Lake Stoeoira;x
523;202;54;192;Lake Shindul;x
524;74;56;255;Lake Melturvan;x
525;203;58;0;Lake Kazidar;x
526;75;60;64;;x
527;203;62;128;;x
528;75;64;192;;x
529;203;66;255;;x
530;75;68;0;;x
531;203;70;64;;x
532;76;72;128;;x
533;204;74;192;;x
534;76;76;255;;x
535;204;78;0;Ynni;x
536;76;80;64;Mefissaj;x
537;204;82;128;Rylak;x
538;76;84;192;Shaguj;x
539;205;86;255;Sigen;x
540;77;88;0;Shandare;x
541;205;90;64;Nissik;x
542;77;92;128;Vyssasaj;x
543;205;94;192;Gyldisien;x
544;77;96;255;Kelis;x
545;205;98;0;Ylexa;x
546;78;100;64;Kadaxaj;x
547;206;102;128;Ersuh;x
548;78;104;192;Zyzaxhe;x
549;206;106;255;Zersih;x
550;78;108;0;Vinde;x
551;206;110;64;Menrus;x
552;78;112;128;Nydraxih;x
553;207;114;192;Myrassixis;x
554;79;116;255;Xhazi;x
555;207;118;0;Killie;x
556;79;120;64;Kalli;x
557;207;122;128;Ylnessek;x
558;79;124;192;Seleda;x
559;207;126;255;Difen;x
560;80;128;0;Ratchata;x
561;208;130;64;Ang Po;x
562;80;132;128;Kellassen;x
563;208;134;192;Galrek;x
564;80;136;255;Dhelle;x
565;208;138;0;Kesi;x
566;80;140;64;Regi;x
567;209;142;128;Zyvu;x
568;81;144;192;Elasu;x
569;209;146;255;Elraxhaxus;x
570;81;148;0;Erseh;x
571;209;150;64;Vellirues;x
572;81;152;128;Senryridin;x
573;209;154;192;Dhazare;x
574;82;156;255;Chilve;x
575;210;158;0;Safala;x
576;82;32;64;Sanru;x
577;210;34;128;Dhendej;x
578;82;36;192;Irdinek;x
579;210;38;255;Iddixelej;x
580;82;40;0;Digek;x
581;211;42;64;Radruj;x
582;83;44;128;Zersenuh;x
583;211;46;192;Alirriden;x
584;83;48;255;Rilreh;x
585;211;50;0;Zesixhi;x
586;83;52;64;Renduk;x
587;211;54;128;Visarran;x
588;84;56;192;Seshaxedus;x
589;212;58;255;Dhassirrah;x
590;84;60;0;Eddek;x
591;212;62;64;Ilvuh;x
592;84;64;128;Agedeluj;x
593;212;66;192;Ezaxas;x
594;84;68;255;Ezygin;x
595;213;70;0;Erdire;x
596;85;72;64;Inegari;x
597;213;74;128;Megala;x
598;85;76;192;Dilij;x
599;213;78;255;Virissi;x
600;85;80;0;Yvedi;x
601;213;82;64;Azzilan;x
602;86;84;128;Mahala;x
603;214;86;192;Dhirra;x
604;86;88;255;Ralla;x
605;214;90;0;Sea of Varsu;x
606;86;92;64;Northern New Sea;x
607;214;94;128;Southern New Sea;x
608;86;96;192;Northeastern New Sea;x
609;215;98;255;So' Tesh;x
610;87;100;0;To Shin;x
611;215;102;64;Singalam;x
612;87;104;128;So' Shi;x
613;215;106;192;Ra' Pus;x
614;87;108;255;Shan Tus;x
615;215;110;0;Suk Shek;x
616;88;112;64;Kas Ko;x
617;216;114;128;Na Tan;x
618;88;116;192;Pok Shos;x
619;216;118;255;Mi Kin;x
620;88;120;0;Ra' Rush;x
621;216;122;64;Tu Kan;x
622;88;124;128;Ki Mas;x
623;217;126;192;Si Tung;x
624;89;128;255;Ni Na;x
625;217;130;0;Shi Sa;x
626;89;132;64;She Nong;x
627;217;134;128;Ke' Nu';x
628;89;136;192;Rash Sho;x
629;217;138;255;Ki Tan;x
630;90;140;0;Kon Shi;x
631;218;142;64;Nanchung;x
632;90;144;128;Nang King;x
633;218;146;192;Meng Sha;x
634;90;148;255;Rush Kesh;x
635;218;150;0;Resh Kash;x
636;90;152;64;Shingliu;x
637;219;154;128;Pek Ma;x
638;91;156;192;Ka' Pen;x
639;219;158;255;Nosh Shek;x
640;91;32;0;Mo Pi;x
641;219;34;64;Nis Kin;x
642;91;36;128;Shin Tang;x
643;219;38;192;Re Ni;x
644;92;40;255;Muk Kish;x
645;220;42;0;Mik Pun;x
646;92;44;64;Shiung;x
647;220;46;128;To' Ru;x
648;92;48;192;Ra' Kang;x
649;220;50;255;Po Kan;x
650;92;52;0;Kon Pak;x
651;221;54;64;Sho Neng;x
652;93;56;128;Sen Ku';x
653;221;58;192;Ten Shok;x
654;93;60;255;Shien;x
655;221;62;0;Shu Mo;x
656;93;64;64;Sho Po;x
657;221;66;128;No Pon;x
658;94;68;192;Te Tu;x
659;222;70;255;Tosh Sho;x
660;94;72;0;Shu Nish;x
661;222;74;64;Sa Ta;x
662;94;76;128;Ri' Ni;x
663;222;78;192;Ki To;x
664;94;80;255;Kuk Poi;x
665;223;82;0;Pe Ke;x
666;95;84;64;Ka' Puu;x
667;223;86;128;Mesh Shu;x
668;95;88;192;Sho' Kesha;x
669;223;90;255;Northwestern New Sea;x
670;95;92;0;Lake Ko' Ra;x
671;223;94;64;Lake Pun Kes;x
672;96;96;128;Lake Ti Shuk;x
673;224;98;192;Greater Washo;x
674;96;100;255;Southwestern New Sea;x
675;224;102;0;Southeastern New Sea;x
676;96;104;64;Northeastern Far Sea;x
677;224;106;128;Dhashe;x
678;96;108;192;Ryllue;x
679;225;110;255;Egelah;x
680;97;112;0;Chilrin;x
681;225;114;64;Ilrilis;x
682;97;116;128;Elra;x
683;225;118;192;Dhis;x
684;97;120;255;Ezzis;x
685;225;122;0;Sheldi;x
686;98;124;64;Vilragien;x
687;226;126;128;Vala;x
688;98;128;192;Kigaxa;x
689;226;130;255;Magerra;x
690;98;132;0;Sifalen;x
691;226;134;64;Amalam;x
692;98;136;128;Ifa;x
693;227;138;192;Kennak;x
694;99;140;255;Endesun;x
695;227;142;0;Meralang;x
696;99;144;64;Nellyra;x
697;227;146;128;Ralris;x
698;99;148;192;Negin;x
699;227;150;255;Egixhalen;x
700;100;152;0;Ionith;x
701;228;154;64;Kendah;x
702;100;156;128;Septimia;x
703;228;158;192;Kanni;x
704;100;32;255;Kelnej;x
705;228;34;0;Zhadra;x
706;100;36;64;Ryh;x
707;229;38;128;Dindarri;x
708;101;40;192;Ninderik;x
709;229;42;255;Ylnu;x
710;101;44;0;Melreku;x
711;229;46;64;Definissi;x
712;101;48;128;Gis;x
713;229;50;192;Kynnun;x
714;102;52;255;Gyryxedan;x
715;230;54;0;Endue;x
716;102;56;64;Nidyran;x
717;230;58;128;Zynra;x
718;102;60;192;Zalus;x
719;230;62;255;Yrshe;x
720;102;64;0;Dyzih;x
721;231;66;64;Nyzzeras;x
722;103;68;128;Nazzassa;x
723;231;70;192;Valleku;x
724;103;72;255;Volatra;x
725;231;74;0;Annuk;x
726;103;76;64;Zhannedu;x
727;231;78;128;Gelraxhi;x
728;104;80;192;Dhersuh;x
729;232;82;255;Kerdieh;x
730;104;84;0;Ysun;x
731;232;86;64;Dhelnis;x
732;104;88;128;Zagysses;x
733;232;90;192;Gennah;x
734;104;92;255;Zhelnessah;x
735;153;134;173;Elnaxan;x
736;217;164;164;Nalridaxhu;x
737;233;98;128;Amorraeaena;x
738;105;100;192;Lyalda;x
739;233;102;255;Tameandra;x
740;105;104;0;Anras;x
741;233;106;64;Lautah;x
742;106;108;128;Kelnaewe;x
743;234;110;192;Kamo;x
744;106;112;255;Kyleane;x
745;234;114;0;Aelanea;x
746;106;116;64;Kide;x
747;234;118;128;Sedtanni;x
748;106;120;192;Daori;x
749;235;122;255;Laeyna;x
750;107;124;0;Sarcal;x
751;235;126;64;Tilrunna;x
752;107;128;128;Shilla;x
753;235;130;192;Sharverri;x
754;107;132;255;Alewae;x
755;235;134;0;Elaine;x
756;108;136;64;Telnaedrin;x
757;236;138;128;Daledine;x
758;108;140;192;Ledni;x
759;236;142;255;Tynlean;x
760;108;144;0;Temevia;x
761;236;146;64;Belere;x
762;108;148;128;Ileleane;x
763;237;150;192;Totoshi;x
764;109;152;255;Naraeelda;x
765;237;154;0;Chanubi;x
766;109;156;64;Kaalda;x
767;237;158;128;Syllaeinne;x
768;109;32;192;Solnarhes;x
769;237;34;255;Medi;x
770;110;36;0;Theven;x
771;238;38;64;Sydrel;x
772;110;40;128;Mekaya;x
773;238;42;192;;x
774;110;44;255;;x
775;238;46;0;;x
776;110;48;64;;x
777;239;50;128;;x
778;111;52;192;;x
779;239;54;255;;x
780;111;56;0;;x
781;239;58;64;;x
782;111;60;128;;x
783;239;62;192;;x
784;112;64;255;;x
785;240;66;0;;x
786;112;68;64;;x
787;240;70;128;;x
788;112;72;192;;x
789;240;74;255;;x
790;112;76;0;Coast of Zalus;x
791;241;78;64;Coast of Shien;x
792;113;80;128;Mitsuma Bay;x
793;241;82;192;Talise;x
794;113;84;255;Telinele;x
795;241;86;0;Yneslea;x
796;113;88;64;Kelmaelia;x
797;241;90;128;Tadre;x
798;215;191;212;Deanne;x
799;242;94;255;Temi;x
800;114;96;0;Black Harbor;x
801;242;98;64;Elraelia;x
802;114;100;128;Amolia;x
803;242;102;192;Cayestra;x
804;114;104;255;Velmeera;x
805;243;106;0;Dilni;x
806;115;108;64;Tedis;x
807;243;110;128;Velarewae;x
808;115;112;192;Teldrae;x
809;243;114;255;Donae;x
810;115;116;0;Thamnel;x
811;243;118;64;Methbereth;x
812;116;120;128;Ebon Ro;x
813;244;122;192;Arenthia;x
814;116;124;255;Selelyth;x
815;244;126;0;Thormar Keep;x
816;116;128;64;Dislin;x
817;244;130;128;Stone Fall;x
818;116;132;192;Elraien;x
819;245;134;255;Syelia;x
820;117;136;0;Falinesti;x
821;245;138;64;Silvenar;x
822;117;140;128;Emporer's Run;x
823;245;142;192;Disticia;x
